Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Target
1,7,6,9003,0,1,108.8,1,3,20,6,11,156.9,1,0,0,0,1,0,24,0,0,6,7,0,0,0,0,6,9,2,11.55,0,6.8,0.8,0.05,Dropout
1,8,6,9853,1,1,178.9,1,13,16,6,4,179.2,1,0,0,1,0,1,23,0,0,6,9,6,10.24,0,0,6,9,6,14.53,0,10.0,3.2,2.15,Graduate
2,6,3,9238,1,2,126.3,1,7,20,8,2,120.7,0,0,0,1,0,0,19,0,0,6,6,5,13.85,0,0,6,8,5,13.88,0,5.8,2.7,-0.79,Graduate
1,2,3,9238,1,8,152.0,1,7,18,2,3,132.6,1,0,0,1,1,1,21,0,0,6,6,0,0,0,0,6,7,2,10.08,0,10.4,2.9,0.38,Dropout
2,9,4,171,1,6,112.4,1,10,17,5,1,158.8,0,0,0,1,1,0,22,0,0,6,8,6,11.46,0,0,6,8,6,15.83,0,11.6,1.9,-1.07,Graduate
1,7,2,171,1,12,105.7,1,21,23,4,9,158.1,1,0,0,1,1,0,23,0,0,6,7,5,14.96,0,0,6,7,4,15,0,7.9,2.8,-0.57,Graduate
1,16,6,9254,1,1,140.4,1,10,20,2,3,118.5,1,0,0,1,0,0,21,0,0,6,9,4,10.89,0,0,6,6,4,15.44,0,9.6,1.1,-1.08,Graduate
1,4,4,171,1,4,117.1,1,3,29,8,4,184.1,1,0,1,0,1,0,29,0,0,6,6,2,12.31,0,0,6,8,1,10.75,0,4.7,1.6,-1.56,Dropout
1,9,5,33,1,9,173.3,1,12,17,3,5,182.3,0,0,1,0,0,0,22,0,0,6,6,1,11.23,0,0,6,8,2,11.26,0,9.4,1.0,0.68,Dropout
1,10,2,9147,0,1,124.8,1,25,28,10,10,180.9,1,0,0,1,1,0,20,0,0,6,7,6,13.29,0,0,6,6,5,12.35,0,8.2,2.1,1.53,Graduate
1,8,6,9003,1,2,110.2,1,22,14,2,3,107.0,0,0,0,1,1,0,18,0,0,6,8,4,13.09,0,0,6,9,4,12.43,0,5.0,1.6,0.13,Graduate
1,13,6,9238,1,6,110.8,1,21,27,7,7,114.6,1,0,0,1,1,1,20,0,0,6,6,6,15.81,0,0,6,9,6,11.37,0,10.6,2.2,-0.02,Graduate
1,3,3,9070,0,6,161.3,1,9,19,8,8,158.2,1,0,0,1,0,0,23,0,0,6,7,5,15.41,0,0,6,8,4,14.49,0,5.2,1.4,-1.35,Graduate
1,17,2,9119,1,11,137.7,1,17,29,7,2,185.8,0,0,0,1,1,0,18,0,0,6,7,6,15.2,0,0,6,9,5,11.87,0,9.7,2.4,-0.48,Graduate
1,17,6,9070,1,9,156.3,1,1,11,9,8,112.3,1,0,0,1,0,0,22,0,0,6,6,6,16.41,0,0,6,9,6,13.11,0,4.6,1.6,2.01,Graduate
1,18,4,9991,0,9,118.0,1,3,10,2,2,162.9,0,0,0,1,1,0,26,0,0,6,6,3,12.58,0,0,6,8,1,12.88,0,4.4,3.1,-1.56,Dropout
1,5,1,33,1,13,175.6,1,17,3,11,4,189.7,1,0,0,1,1,0,18,0,0,6,7,4,11.91,0,0,6,8,6,15.91,0,7.0,1.5,0.61,Enrolled
1,1,1,9670,1,8,167.3,1,21,16,12,8,138.1,1,0,0,1,0,1,22,0,0,6,6,6,15.21,0,0,6,6,6,10.66,0,6.5,2.7,0.99,Graduate
1,11,3,9254,1,7,150.0,1,26,4,5,1,131.9,1,0,0,1,1,0,20,0,0,6,8,6,13.8,0,0,6,9,5,14.79,0,8.1,1.5,-1.12,Graduate
1,12,3,9003,0,2,140.9,1,27,27,12,2,121.5,1,0,0,1,1,0,20,0,0,6,6,5,16.93,0,0,6,9,6,16.78,0,6.8,0.6,1.67,Enrolled
1,16,5,9991,0,8,153.9,1,23,22,7,12,125.9,1,0,1,1,0,0,22,0,0,6,7,4,11.26,0,0,6,6,6,16.95,0,5.5,0.9,2.12,Graduate
1,2,4,9119,1,8,160.8,1,13,15,5,4,127.1,0,0,0,1,1,1,19,0,0,6,7,5,11.68,0,0,6,8,6,16.25,0,10.2,1.9,0.67,Graduate
1,1,2,9085,1,6,146.4,1,24,8,1,12,133.8,1,0,0,1,1,0,23,0,0,6,7,4,14.08,0,0,6,6,5,11.97,0,8.1,2.0,2.05,Graduate
1,1,6,9130,1,2,169.6,1,6,21,6,1,149.3,1,0,0,1,1,1,23,0,0,6,6,4,15.84,0,0,6,7,6,15.8,0,5.5,0.7,-0.55,Graduate
1,8,3,9147,1,9,162.3,1,13,2,2,7,122.4,0,0,0,1,0,1,23,0,0,6,7,6,11.7,0,0,6,7,4,16.41,0,10.4,0.6,-0.71,Graduate
1,18,4,9147,1,9,156.4,1,15,25,3,6,119.2,1,0,0,1,0,0,20,0,0,6,8,5,11.91,0,0,6,8,5,16.54,0,4.0,2.8,-1.50,Graduate
1,5,5,9003,1,13,122.0,1,20,18,4,2,145.1,1,0,0,1,1,0,22,0,0,6,6,5,10.56,0,0,6,6,5,10.46,0,3.7,3.2,-1.18,Graduate
1,11,2,9003,1,1,158.4,1,26,29,3,5,168.0,1,0,0,1,0,0,18,0,0,6,7,6,12.23,0,0,6,7,4,12.65,0,8.3,1.4,1.49,Graduate
2,15,6,33,1,8,121.9,1,20,15,2,1,150.0,0,0,1,1,0,0,20,0,0,6,9,2,10.24,0,0,6,6,0,0,0,7.9,2.6,-1.25,Dropout
1,16,6,9119,1,5,176.6,1,10,28,3,12,150.6,1,0,0,1,0,0,19,0,0,6,6,6,16.19,0,0,6,7,6,16,0,7.9,1.2,-0.83,Graduate
1,4,6,9085,1,2,147.8,1,13,29,6,4,189.0,1,0,1,1,1,0,27,0,0,6,9,1,12.18,0,0,6,7,2,12.75,0,3.9,1.1,-1.51,Dropout
2,12,1,8014,1,11,126.6,1,4,9,12,7,145.6,1,1,0,0,0,0,29,0,0,6,9,0,0,0,0,6,6,2,10.26,0,4.3,1.0,-1.16,Dropout
1,7,3,8014,1,14,142.5,1,12,23,1,5,134.0,0,0,1,1,0,0,19,0,0,6,9,4,16.28,0,0,6,8,4,11.82,0,10.2,1.7,0.00,Graduate
1,5,1,9130,1,4,115.7,1,27,21,7,6,169.6,0,0,0,1,1,0,26,0,0,6,6,0,0,0,0,6,9,1,11.1,0,9.3,1.4,2.20,Dropout
1,1,1,9085,1,13,141.0,1,2,15,5,3,116.4,1,0,0,1,1,0,22,0,0,6,9,5,11.84,0,0,6,7,6,11.47,0,10.9,2.5,2.18,Enrolled
1,2,1,9085,1,1,175.8,1,25,17,4,9,167.5,1,0,0,1,1,0,18,0,0,6,8,5,12.53,0,0,6,9,6,14.84,0,7.4,1.9,-1.32,Enrolled
1,11,3,9853,1,6,110.3,1,10,24,3,3,125.3,0,0,0,1,0,0,23,0,0,6,6,5,16.5,0,0,6,8,6,13.47,0,6.7,3.0,-0.03,Graduate
1,9,4,9238,1,10,136.7,1,8,15,9,12,102.0,0,0,0,1,0,1,21,0,0,6,9,6,16.98,0,0,6,8,5,16.01,0,4.5,2.2,-1.27,Graduate
1,6,4,9119,1,11,162.7,1,16,27,8,11,138.7,0,0,0,1,0,0,21,0,0,6,6,5,16.12,0,0,6,8,6,12.06,0,7.9,3.0,-0.48,Enrolled
1,17,2,9085,1,12,138.9,1,3,19,7,5,158.2,0,0,1,1,0,0,22,0,0,6,8,1,11.99,0,0,6,9,2,10.01,0,10.2,2.2,0.95,Dropout
1,12,1,8014,1,8,126.4,1,7,17,2,6,181.5,0,0,0,1,1,0,23,0,0,6,8,4,15.37,0,0,6,7,6,14.5,0,4.9,3.4,1.37,Graduate
1,12,4,9556,1,4,131.3,1,14,27,3,6,102.5,0,0,0,1,0,0,18,0,0,6,8,4,14.64,0,0,6,7,4,13.15,0,8.9,2.8,-0.16,Graduate
1,15,4,9085,1,14,185.4,1,27,6,2,8,165.4,1,0,0,1,1,1,20,0,0,6,6,5,10.76,0,0,6,9,6,13.01,0,7.7,1.4,1.35,Graduate
1,6,2,9003,1,14,151.5,1,18,7,10,10,113.6,0,0,1,1,1,0,20,0,0,6,8,6,13.56,0,0,6,6,6,10.73,0,9.9,2.7,0.60,Graduate
1,11,5,9085,1,6,160.4,1,19,27,10,6,184.6,1,0,0,1,1,0,22,0,0,6,9,1,10.12,0,0,6,8,1,10.84,0,8.8,0.4,-1.64,Dropout
1,4,2,9254,0,8,145.3,1,4,19,8,6,149.6,1,0,0,0,1,0,20,0,0,6,6,1,10.23,0,0,6,6,0,0,0,4.4,2.6,-0.36,Dropout
1,2,2,9070,1,11,141.5,1,6,20,3,5,141.7,1,0,1,0,0,0,19,0,0,6,9,2,11.87,0,0,6,9,2,12.33,0,5.3,1.6,-0.18,Dropout
1,9,6,9991,1,15,120.0,1,24,19,4,10,143.8,1,0,0,1,1,0,22,0,0,6,6,4,12.58,0,0,6,9,5,15.34,0,5.4,1.7,0.82,Graduate
1,1,2,9556,1,11,189.3,1,8,10,6,12,164.2,1,0,0,1,0,0,23,0,0,6,8,5,15.12,0,0,6,8,6,16.02,0,3.6,2.8,1.39,Enrolled
1,7,5,8014,1,5,180.1,1,20,6,3,2,135.5,1,0,0,1,0,1,23,0,0,6,7,6,13.68,0,0,6,7,5,11.03,0,8.3,0.8,1.91,Graduate
1,17,6,9670,1,10,130.5,1,10,9,7,5,144.2,1,0,0,1,0,1,21,0,0,6,6,4,15.31,0,0,6,9,4,14.92,0,6.8,1.4,0.79,Graduate
1,18,1,9556,1,8,145.9,1,7,18,4,1,157.6,1,0,0,1,1,0,22,0,0,6,9,4,14.35,0,0,6,8,4,15.39,0,7.2,1.5,1.75,Graduate
1,8,2,8014,1,6,119.6,1,7,27,7,4,144.4,1,0,0,1,0,0,19,0,0,6,9,4,10.05,0,0,6,7,4,16.41,0,7.0,1.2,-1.18,Enrolled
1,7,3,9085,1,12,149.1,1,6,15,9,8,176.3,0,0,0,1,0,0,28,0,0,6,9,0,0,0,0,6,6,1,10.34,0,4.4,2.8,0.72,Dropout
1,8,2,9853,1,5,121.2,1,14,5,6,1,100.4,0,0,0,1,0,0,20,0,0,6,6,6,11.09,0,0,6,7,5,13.36,0,10.0,3.3,-0.39,Graduate
1,18,6,9254,1,11,141.2,1,6,5,3,11,131.5,1,0,0,1,1,0,19,0,0,6,9,4,15.26,0,0,6,8,6,13.12,0,5.4,2.3,2.17,Graduate
1,10,5,9853,1,13,158.0,1,5,27,10,7,117.2,0,0,0,1,0,0,20,0,0,6,7,6,14.36,0,0,6,8,4,13.35,0,7.0,2.4,1.69,Graduate
1,5,5,9773,1,3,144.3,1,27,28,2,9,143.5,0,0,0,0,0,1,18,0,0,6,6,0,0,0,0,6,7,0,0,0,9.1,1.6,-0.48,Dropout
1,6,1,9556,1,12,121.7,1,18,3,9,11,159.0,1,0,0,1,0,0,22,0,0,6,8,5,13.19,0,0,6,9,5,13.47,0,6.8,3.0,2.14,Graduate
1,11,6,9991,1,2,118.1,1,18,27,12,12,156.0,1,0,0,1,0,0,23,0,0,6,9,6,10.1,0,0,6,9,6,11.08,0,5.9,0.7,2.19,Graduate
1,6,1,9500,1,4,103.4,1,13,22,4,12,119.4,1,0,0,1,1,0,21,0,0,6,6,6,14.52,0,0,6,9,5,10.96,0,8.2,2.7,0.40,Graduate
1,16,3,33,0,1,143.1,1,9,28,10,3,128.2,0,0,0,1,1,0,20,0,0,6,7,4,13.29,0,0,6,6,5,12.06,0,9.8,0.4,1.75,Graduate
1,15,3,9003,1,9,157.3,1,26,16,1,5,148.0,1,0,0,0,1,0,18,0,0,6,7,3,12.14,0,0,6,9,2,12.24,0,5.8,2.2,-1.64,Dropout
1,2,2,171,0,11,115.9,1,6,16,7,5,130.5,1,0,0,1,0,0,23,0,0,6,7,5,15.22,0,0,6,7,4,10.01,0,5.6,3.2,0.97,Graduate
1,17,1,9991,1,10,128.8,1,24,10,6,5,126.8,0,0,0,1,1,0,20,0,0,6,7,5,10.1,0,0,6,9,4,11.74,0,9.1,0.5,-1.19,Graduate
1,18,5,9070,1,8,161.6,1,26,9,3,10,121.9,1,0,1,1,0,0,21,0,0,6,7,2,10.83,0,0,6,6,2,12.1,0,4.6,2.3,-0.17,Dropout
1,18,1,9119,1,1,147.2,1,13,25,5,10,142.0,1,0,0,1,0,0,20,0,0,6,7,6,16.53,0,0,6,7,5,10.91,0,10.8,1.7,-0.49,Graduate
1,18,1,9070,1,10,162.4,1,1,7,7,3,111.7,0,0,0,1,0,1,23,0,0,6,7,5,10.67,0,0,6,7,4,15.39,0,8.4,2.4,-1.35,Graduate
1,16,1,9238,1,14,133.5,1,13,12,3,8,133.0,1,0,0,1,1,0,23,0,0,6,9,6,14.51,0,0,6,6,6,15.37,0,10.2,2.5,0.17,Graduate
1,5,2,9773,1,10,128.5,1,28,24,4,8,165.9,1,0,1,1,0,0,26,0,0,6,8,0,0,0,0,6,7,0,0,0,4.9,0.7,-1.14,Dropout
1,5,2,9254,1,13,154.8,1,26,29,10,8,159.4,1,0,0,1,0,0,19,0,0,6,9,5,13.67,0,0,6,9,5,10.54,0,4.7,0.9,1.67,Enrolled
1,2,3,8014,1,1,142.7,1,16,16,1,6,106.0,0,0,0,1,1,1,21,0,0,6,8,6,16.41,0,0,6,7,6,16.1,0,3.7,3.3,-1.35,Graduate
1,15,5,9500,1,9,162.2,1,6,16,1,7,112.4,0,0,0,1,0,1,18,0,0,6,9,6,13.12,0,0,6,7,6,14.39,0,10.5,2.9,-1.68,Graduate
1,18,2,171,0,5,182.9,1,22,21,5,9,160.7,1,0,0,1,0,0,19,0,0,6,7,5,11.6,0,0,6,7,4,16.47,0,5.9,1.2,0.87,Graduate
1,3,3,9853,1,3,106.6,1,11,28,11,9,124.4,1,0,1,0,0,0,19,0,0,6,6,3,10.72,0,0,6,9,2,12.89,0,6.4,1.6,-1.56,Dropout
2,2,4,9003,1,11,107.4,1,24,25,12,5,184.4,1,0,0,1,0,0,22,0,0,6,7,4,12.65,0,0,6,9,4,14.02,0,9.6,2.7,1.13,Enrolled
1,7,2,8014,1,1,150.1,1,23,21,10,7,122.3,1,0,0,1,0,0,20,0,0,6,8,6,10.41,0,0,6,8,4,10.02,0,8.5,1.1,1.26,Graduate
1,18,5,9238,1,11,166.5,1,16,10,7,3,168.7,1,0,0,1,0,0,21,0,0,6,6,2,12.62,0,0,6,9,1,11.64,0,8.5,1.7,1.86,Dropout
1,2,4,9254,1,14,182.4,1,18,29,11,4,132.7,1,0,0,1,1,0,25,0,0,6,8,3,10.85,0,0,6,6,0,0,0,6.9,1.4,-0.62,Dropout
1,15,4,9556,1,6,108.4,1,29,8,9,11,189.4,1,0,1,0,0,0,27,0,0,6,6,0,0,0,0,6,8,0,0,0,3.7,1.2,1.08,Dropout
1,6,2,9130,0,2,185.6,1,24,2,8,1,127.8,1,1,0,1,1,0,22,0,0,6,7,5,13.95,0,0,6,9,6,16.37,0,8.5,0.6,-0.19,Graduate
1,14,2,9130,1,7,119.8,1,14,22,12,3,110.2,1,0,0,1,0,1,23,0,0,6,6,6,14.02,0,0,6,6,6,15.57,0,9.3,1.8,0.67,Enrolled
1,18,6,171,1,3,110.6,1,19,2,8,4,145.6,0,0,0,0,0,0,18,0,0,6,7,3,10.03,0,0,6,7,0,0,0,7.6,1.6,-1.07,Dropout
1,14,3,9500,1,13,106.2,1,27,17,1,8,108.2,1,0,1,1,0,1,29,0,0,6,6,2,12.05,0,0,6,7,0,0,0,5.1,2.2,-1.50,Dropout
1,15,1,9670,1,3,178.2,1,5,2,4,4,174.3,1,0,0,1,1,1,19,0,0,6,6,5,15.9,0,0,6,7,6,15.82,0,8.4,1.8,0.21,Graduate
1,1,3,9853,1,5,185.0,1,23,7,9,3,127.6,1,0,0,1,0,0,22,0,0,6,6,6,16.18,0,0,6,9,6,11.05,0,7.4,2.7,1.32,Graduate
1,3,3,9773,1,12,130.2,1,25,20,8,6,164.6,0,0,0,1,0,0,19,0,0,6,9,6,10.41,0,0,6,7,6,10.16,0,7.9,0.7,1.24,Graduate
1,13,3,9773,1,11,104.9,1,8,13,10,12,114.2,1,0,0,1,1,0,18,0,0,6,6,6,15.17,0,0,6,9,5,12.66,0,6.0,2.0,-0.00,Graduate
1,1,2,33,0,9,144.3,1,6,3,3,1,162.2,1,0,1,0,0,0,26,0,0,6,8,3,11.15,0,0,6,6,0,0,0,7.3,3.3,-1.70,Dropout
1,6,2,9853,0,15,154.8,1,7,5,5,3,176.5,1,0,0,1,0,1,23,0,0,6,7,4,15.63,0,0,6,8,4,16.73,0,9.0,3.2,0.11,Graduate
1,5,4,9991,0,6,172.2,1,28,7,10,10,152.8,1,0,0,1,0,0,23,0,0,6,6,6,12.11,0,0,6,6,4,13.52,0,7.0,0.5,-0.40,Enrolled
1,12,3,9254,1,1,182.0,1,26,28,10,6,144.9,1,0,0,0,0,0,25,0,0,6,6,3,11.54,0,0,6,8,2,10.2,0,9.9,0.4,1.92,Dropout
1,3,1,171,1,9,110.1,1,2,16,12,1,118.0,0,0,1,1,0,0,24,0,0,6,9,0,0,0,0,6,8,0,0,0,5.4,3.3,1.11,Dropout
1,8,1,9254,1,10,147.5,1,14,9,12,10,165.3,1,0,0,1,0,0,22,0,0,6,8,4,16.36,0,0,6,8,5,14.07,0,5.9,1.3,2.07,Graduate
1,14,5,9238,1,11,135.6,1,13,4,10,8,162.4,1,0,0,1,0,0,20,0,0,6,7,4,10.12,0,0,6,7,4,13.89,0,6.3,2.8,-0.08,Enrolled
1,16,3,9500,1,2,120.0,1,8,21,7,9,100.3,0,0,0,1,1,0,22,0,0,6,7,4,12.67,0,0,6,9,6,10.54,0,7.2,0.5,1.56,Graduate
1,8,2,9991,1,4,176.2,1,7,12,12,5,166.4,0,0,0,1,0,0,19,0,0,6,8,5,15.91,0,0,6,8,4,15.66,0,11.4,1.2,0.30,Graduate
2,12,5,9773,0,9,152.8,1,19,4,7,5,107.2,1,0,0,1,1,1,19,0,0,6,6,6,16.05,0,0,6,9,6,15.29,0,5.2,2.5,0.50,Enrolled
1,3,5,171,1,6,143.8,1,2,15,5,1,184.4,1,0,0,1,1,0,18,0,0,6,6,6,15.51,0,0,6,8,6,12.91,0,6.3,2.4,-0.96,Graduate
1,17,4,9238,1,9,118.6,1,26,10,8,9,176.2,1,0,0,1,0,1,23,0,0,6,7,5,11.55,0,0,6,9,5,15.59,0,7.6,1.1,0.59,Graduate
1,12,1,9500,1,2,120.0,1,19,7,7,7,138.8,1,0,0,1,1,1,20,0,0,6,8,5,16.14,0,0,6,6,4,16.15,0,3.8,1.6,-0.54,Graduate
2,4,6,9853,1,3,166.5,1,17,16,3,9,106.0,1,0,0,1,1,0,21,0,0,6,7,6,15.08,0,0,6,7,5,15.25,0,5.7,0.5,1.66,Graduate
1,6,4,8014,1,15,122.2,1,22,15,6,9,128.2,1,0,0,1,0,1,20,0,0,6,6,4,11.19,0,0,6,7,4,14.64,0,8.0,1.7,1.28,Graduate
2,2,6,9670,1,11,115.4,1,2,12,9,1,181.2,0,0,0,1,1,1,23,0,0,6,7,5,16.01,0,0,6,9,5,10.79,0,9.1,1.2,0.92,Graduate
1,18,6,33,0,2,120.4,1,6,2,10,11,157.4,0,0,0,1,0,0,23,0,0,6,7,4,12.81,0,0,6,6,5,10.48,0,3.9,2.0,0.97,Graduate
2,14,2,9773,0,2,146.4,1,10,5,9,8,168.2,0,0,1,1,1,0,20,0,0,6,8,2,11.52,0,0,6,7,0,0,0,9.8,1.4,0.15,Dropout
1,10,4,8014,1,5,161.3,1,28,13,9,4,180.4,1,0,0,1,0,0,23,0,0,6,6,0,0,0,0,6,8,2,12.07,0,3.9,0.8,-0.04,Dropout
2,12,5,9238,1,11,153.3,1,8,24,4,9,184.8,1,0,0,1,0,0,22,0,0,6,6,4,12.97,0,0,6,6,5,10.52,0,5.0,1.5,0.31,Graduate
1,2,4,9773,1,7,138.7,1,18,14,1,7,186.1,1,0,0,1,1,0,19,0,0,6,8,4,16.7,0,0,6,7,5,11.45,0,4.0,0.5,-1.21,Graduate
1,9,5,9119,1,1,124.5,1,5,17,3,6,106.9,1,0,0,1,0,0,23,0,0,6,8,2,12.63,0,0,6,9,1,12.85,0,10.6,2.6,0.49,Dropout
1,18,4,9254,1,15,125.4,1,22,11,10,1,110.7,0,0,0,1,0,0,23,0,0,6,6,4,13.02,0,0,6,8,6,13.94,0,11.0,3.1,2.25,Graduate
1,12,1,33,1,7,167.5,1,9,23,2,10,110.4,1,0,1,0,0,0,23,0,0,6,9,0,0,0,0,6,8,1,10.98,0,8.8,1.9,0.42,Dropout
2,12,5,8014,1,13,150.3,1,5,14,5,7,141.2,0,0,0,1,0,0,20,0,0,6,7,4,11.45,0,0,6,6,5,11.79,0,5.5,0.7,-1.42,Graduate
1,11,4,9254,1,12,156.6,1,18,2,8,11,119.7,0,0,0,1,0,1,18,0,0,6,9,4,10.66,0,0,6,9,6,13.18,0,11.6,1.9,2.22,Graduate
1,6,3,9991,1,4,123.0,1,27,22,6,1,152.8,0,0,0,1,1,0,19,0,0,6,7,4,12.98,0,0,6,6,5,14.88,0,5.4,2.8,-1.43,Enrolled
1,18,5,33,1,6,144.0,1,27,20,10,1,112.4,0,0,0,1,0,1,26,0,0,6,9,3,10.22,0,0,6,9,1,12.69,0,5.1,1.1,2.14,Dropout
1,10,4,9070,1,7,117.7,1,10,28,5,1,171.5,1,0,0,1,1,0,23,0,0,6,7,6,15.14,0,0,6,8,5,15.52,0,10.9,1.9,-0.98,Graduate
2,6,2,9991,0,6,136.7,1,3,15,12,6,141.0,0,0,0,1,1,0,19,0,0,6,6,5,15.22,0,0,6,6,4,14.13,0,7.2,1.9,1.04,Enrolled
1,7,3,9238,1,9,149.6,1,14,6,5,12,174.3,0,0,0,1,1,0,20,0,0,6,8,4,13.88,0,0,6,7,4,12.22,0,8.8,0.9,-0.14,Graduate
1,12,1,9238,1,5,141.2,1,14,23,10,1,163.5,1,0,0,1,0,0,20,0,0,6,9,5,10.42,0,0,6,7,4,12.44,0,9.1,2.9,-0.33,Graduate
1,14,2,9003,1,14,165.2,1,10,25,5,3,107.0,1,0,0,1,0,1,20,0,0,6,7,6,11.68,0,0,6,7,5,14,0,11.0,2.8,1.73,Graduate
1,17,1,9670,1,4,101.7,1,17,26,2,1,156.8,0,0,0,1,0,1,24,0,0,6,7,0,0,0,0,6,9,0,0,0,9.7,1.9,1.39,Dropout
1,18,4,171,1,12,119.9,1,23,21,12,10,159.5,0,0,0,1,0,0,21,0,0,6,8,6,16.97,0,0,6,7,4,10.02,0,6.0,2.3,0.71,Graduate
2,17,5,9773,1,9,188.1,1,19,15,5,1,135.7,0,0,1,0,0,0,26,0,0,6,9,2,12.02,0,0,6,6,2,10.84,0,8.0,0.6,-0.52,Dropout
1,17,2,9670,1,12,189.7,1,6,10,9,3,121.9,0,0,0,1,1,0,18,0,0,6,7,4,16.17,0,0,6,7,6,15.8,0,4.7,2.6,0.39,Graduate
1,3,3,9119,1,1,179.2,1,23,27,2,5,130.8,0,0,0,1,1,0,24,0,0,6,6,3,12.25,0,0,6,6,0,0,0,7.5,1.2,0.54,Dropout
1,13,6,9254,0,8,101.9,1,20,26,6,3,158.8,0,0,0,1,1,0,21,0,0,6,7,5,11.68,0,0,6,7,5,11.89,0,10.6,0.9,0.01,Graduate
1,2,6,9853,1,10,140.2,1,19,20,4,1,114.0,0,0,0,1,1,0,19,0,0,6,9,6,15.27,0,0,6,7,5,10.67,0,5.6,1.1,2.04,Graduate
1,14,6,9119,1,10,109.9,1,6,6,2,10,117.3,0,0,1,1,0,0,22,0,0,6,8,0,0,0,0,6,7,0,0,0,7.3,0.4,-1.07,Dropout
1,3,2,9238,1,1,100.6,1,12,1,6,11,149.7,1,0,0,1,0,0,22,0,0,6,6,5,11.99,0,0,6,9,5,11.29,0,11.2,2.3,-0.30,Enrolled
1,17,4,9991,1,11,150.2,1,17,3,2,2,143.7,1,0,1,1,0,0,29,0,0,6,7,2,12.08,0,0,6,8,1,11.89,0,10.1,2.8,-0.55,Dropout
1,8,4,9003,1,6,151.6,1,4,16,8,3,120.6,0,0,0,1,0,1,20,0,0,6,8,6,10.34,0,0,6,8,4,13.18,0,8.9,1.1,-0.10,Graduate
1,3,5,9670,1,7,139.7,1,7,3,3,11,116.0,1,0,0,1,0,0,21,0,0,6,8,5,11.84,0,0,6,9,4,15.39,0,6.9,3.2,-0.99,Graduate
1,2,4,9119,1,9,108.6,1,24,13,7,1,167.3,0,0,0,1,0,0,21,0,0,6,8,5,15.47,0,0,6,9,6,11.98,0,10.6,2.4,-1.14,Graduate
1,6,5,9147,1,7,167.4,1,25,2,8,11,144.8,1,0,0,1,0,1,19,0,0,6,6,5,12.27,0,0,6,8,5,13.46,0,6.8,3.1,0.62,Graduate
1,12,2,9773,1,2,117.0,1,6,1,12,6,158.6,0,1,0,1,0,0,21,0,0,6,7,6,10.89,0,0,6,6,4,15.27,0,8.2,1.9,0.25,Enrolled
1,15,4,9130,1,4,168.8,1,7,19,2,8,102.0,1,0,0,0,1,0,20,0,0,6,8,0,0,0,0,6,8,1,10.83,0,7.1,1.7,-0.52,Dropout
1,15,1,9556,1,9,158.7,1,11,19,2,7,182.8,1,0,1,1,0,0,24,0,0,6,9,0,0,0,0,6,8,0,0,0,10.1,1.3,0.08,Dropout
1,13,2,9773,1,14,157.1,1,5,3,4,10,104.0,0,0,0,1,0,0,20,0,0,6,9,5,10.59,0,0,6,6,5,15.54,0,6.3,1.2,1.41,Enrolled
1,17,6,9003,1,3,144.4,1,3,6,8,7,171.6,1,0,0,1,0,0,20,0,0,6,7,5,10.52,0,0,6,8,5,16.16,0,10.1,2.2,-1.49,Enrolled
1,6,4,33,1,5,162.9,1,28,5,10,10,165.9,1,0,0,1,1,0,19,0,0,6,9,5,14.37,0,0,6,7,4,14.86,0,10.4,1.6,1.64,Enrolled
1,1,5,8014,1,8,101.2,1,17,15,2,2,138.7,0,0,1,0,0,0,29,0,0,6,7,2,12.56,0,0,6,8,2,12.35,0,8.1,1.7,0.55,Dropout
1,9,5,33,1,9,153.1,1,13,19,7,7,135.1,0,0,0,1,0,0,21,0,0,6,8,6,15.61,0,0,6,9,6,14.34,0,7.5,2.6,0.40,Graduate
2,6,1,9773,1,10,158.1,1,24,4,7,8,144.1,0,0,0,1,0,1,27,0,0,6,7,2,12.87,0,0,6,7,2,12.59,0,6.7,1.9,1.47,Dropout
2,12,4,9670,0,6,116.3,1,10,18,5,8,112.7,1,1,0,1,0,0,18,0,0,6,7,6,13.78,0,0,6,6,6,11.42,0,8.5,2.8,-1.18,Enrolled
2,3,4,9670,1,11,153.8,1,8,24,2,5,161.4,1,0,1,1,1,0,25,0,0,6,9,0,0,0,0,6,9,2,10.98,0,10.2,0.9,0.16,Dropout
1,12,6,33,1,8,173.3,1,16,11,12,7,178.0,1,0,0,1,0,1,23,0,0,6,6,6,11.69,0,0,6,7,4,11.03,0,7.1,3.4,-1.47,Graduate
