marital_status,application_mode,course,tuition_fees_up_to_date,scholarship_holder,debtor,age_at_enrollment,curricular_units_1st_sem_approved,curricular_units_1st_sem_grade,curricular_units_2nd_sem_approved,curricular_units_2nd_sem_grade,admission_grade,unemployment_rate,inflation_rate,gdp,target_binary,target_multiclass,target_raw
1,17,8014,1,0,1,29,3,12.18,1,10.6,160.7,5.2,1.3,1.58,1,0,Dropout
1,11,9070,0,0,0,29,2,12.43,2,10.3,128.2,5.5,0.9,-1.31,1,0,Dropout
1,12,9119,1,0,0,20,5,11.58,4,15.67,134.1,7,2.4,1.86,0,2,Graduate
1,17,9238,1,0,0,19,6,12.6,4,16.85,180.9,11.2,0.5,1.23,0,2,Graduate
1,7,9238,1,0,0,19,5,16.1,5,10.8,127.8,9.8,3.1,1.59,0,2,Graduate
2,9,9003,0,0,0,24,2,12.46,2,11.35,179.3,11.2,2.1,0.07,1,0,Dropout
1,2,9991,1,0,1,27,0,0,1,13,145.1,7.3,2.6,-0.21,1,0,Dropout
1,14,9070,1,0,0,22,4,10.12,5,16.63,178.2,9.2,1.6,-0.17,0,1,Enrolled
1,13,9070,1,0,1,20,5,10.53,6,11,184.5,10.2,0.9,-1.6,0,2,Graduate
1,7,9119,1,1,0,18,4,12.49,6,12.74,172.7,10.9,1.1,0.1,0,2,Graduate
1,18,9853,1,0,0,19,6,14.3,4,10.62,129,11.3,0.7,0.86,0,1,Enrolled
2,18,33,1,0,1,23,2,10.46,1,10.06,181.5,7,2.2,-0.18,1,0,Dropout
1,8,171,0,0,1,21,2,10.93,1,12.78,101.2,10.3,1.4,0.65,1,0,Dropout
1,1,9070,0,0,1,22,0,0,0,0,143.1,7.6,3.3,0.74,1,0,Dropout
1,2,9085,0,0,1,21,1,10.85,0,0,138.2,6.4,3.2,1.78,1,0,Dropout
1,11,9085,1,0,1,27,2,10.61,1,12.82,181.5,3.8,1.1,0.69,1,0,Dropout
1,9,9238,1,0,0,20,6,11.82,5,13.6,169.5,5.9,0.9,-0.95,0,2,Graduate
1,2,171,1,0,0,19,4,13.12,6,14.07,151.7,7.3,2,2.01,0,2,Graduate
1,3,9119,1,0,0,20,6,11.77,4,11.98,127.2,5.8,2.1,-1.58,0,2,Graduate
1,9,9085,0,0,1,26,0,0,0,0,126.6,11.3,2.4,1.34,1,0,Dropout
1,14,9773,1,0,0,21,6,11.82,6,14.75,101.9,6.1,1.8,1.73,0,1,Enrolled
1,6,9085,1,0,0,22,4,14.22,6,12.91,170.6,3.8,2.7,0.79,0,2,Graduate
1,7,9070,1,0,0,20,5,16.93,6,10.08,163.4,6.5,1.3,1.52,0,1,Enrolled
1,14,9070,0,0,1,25,3,12.49,2,10.21,115.4,6,3.2,1.96,1,0,Dropout
1,9,9130,1,0,0,18,4,15.22,5,15.76,136.2,5.7,0.6,1.03,0,1,Enrolled
1,13,9119,1,0,0,19,4,10.1,5,14.5,169.3,4.8,3.2,-0.3,0,2,Graduate
1,9,9147,1,0,0,21,4,13.06,6,10.84,123.7,7.6,3.2,-1.06,0,2,Graduate
1,4,9556,0,0,0,25,2,10.16,0,0,167.9,7,3.4,0.25,1,0,Dropout
1,8,9003,1,0,0,21,4,14.15,5,10.26,166.8,10.5,2.3,-0.79,0,1,Enrolled
1,4,9085,1,0,0,20,6,14.52,6,12.51,137.4,10.5,2.7,1.56,0,2,Graduate
2,16,9003,1,1,0,18,5,10.9,6,13.65,179.8,9,2.1,1.71,0,2,Graduate
2,4,171,1,0,0,22,6,14,4,16.81,115.2,4.2,2.2,0.63,0,2,Graduate
1,4,9238,1,0,0,19,4,13.42,4,11.55,105,8.3,1.1,-1.18,0,2,Graduate
1,6,9238,0,0,1,21,0,0,1,10.19,126.3,9,0.8,-0.37,1,0,Dropout
1,3,9147,1,0,0,22,5,11.46,6,11.7,117.7,11.1,1.2,-0.57,0,1,Enrolled
1,18,171,0,0,1,19,2,11.24,1,10.9,107.5,7.2,2.5,1.01,1,0,Dropout
1,1,9238,1,0,0,23,6,15.02,5,12.66,151.4,11.1,2.8,0.56,0,2,Graduate
1,13,9254,1,0,0,20,5,12.8,4,11.4,147.8,6.4,1.7,-1.03,0,2,Graduate
1,1,9238,1,0,0,22,4,14.53,5,14.23,163,10.3,1.7,0.04,0,2,Graduate
1,9,9853,0,0,1,28,3,11.81,0,0,186.9,4.6,2.4,0.12,1,0,Dropout
1,17,9238,0,0,1,20,3,11.83,0,0,133.9,9.2,0.9,1.03,1,0,Dropout
1,8,9085,1,0,1,22,0,0,0,0,169.3,8.2,3.4,0.34,1,0,Dropout
1,10,9556,1,1,0,19,6,13.23,4,14.3,139.2,3.7,2.6,0.84,0,1,Enrolled
1,15,9991,1,0,0,22,1,12.04,0,0,151.4,10.2,2.8,1.16,1,0,Dropout
1,17,9119,1,0,0,20,5,12.67,5,14.52,160.1,10.3,2.6,-1.09,0,2,Graduate
1,13,9556,1,0,0,18,6,11.11,5,13.84,116.7,4.4,3.3,1.78,0,1,Enrolled
1,4,9238,1,0,0,20,4,10.89,6,10.93,172.1,6.9,1.1,-0.14,0,2,Graduate
1,3,9119,1,0,0,23,6,16.46,6,15.6,131.7,11.1,2.3,-1.01,0,2,Graduate
1,4,9070,1,0,1,22,0,0,2,12,137.1,11.5,0.8,0.52,1,0,Dropout
1,13,9238,1,0,0,21,3,10.02,0,0,189,9.5,2.8,1.38,1,0,Dropout
1,4,9254,1,0,0,21,6,13.16,4,16.61,148.2,4.6,1.1,-1.24,0,2,Graduate
1,15,9500,0,1,1,19,1,11.19,2,10.36,172.6,9.8,2.8,-0.05,1,0,Dropout
2,5,9130,1,1,0,23,5,10.67,4,15.66,173.1,6.4,2.7,1.73,0,1,Enrolled
1,11,9670,1,0,0,20,6,13.27,5,15.82,184.5,8.6,1.7,-1.1,0,2,Graduate
1,15,8014,0,0,0,27,3,12.17,2,12.04,159.5,7.3,3.1,1.6,1,0,Dropout
1,14,9853,1,0,0,21,6,13.41,5,15.32,105.1,8.4,3.2,-0.04,0,2,Graduate
1,10,33,1,0,0,19,4,10.83,5,15.33,152.2,6.9,3.1,0.44,0,1,Enrolled
1,15,9147,0,0,1,21,3,12.24,0,0,154,4.6,3.1,0.66,1,0,Dropout
2,4,9254,1,0,1,26,1,11.18,0,0,181.2,8.8,3.1,-0.8,1,0,Dropout
1,10,9070,1,0,0,20,6,15.89,4,11.47,156.5,10.9,2.6,1.06,0,2,Graduate
1,17,9556,1,0,0,20,4,11.66,5,16.72,135.5,6.1,2.8,-0.55,0,2,Graduate
1,9,9238,1,0,0,23,6,15.09,6,15.16,160,9.5,2.4,-0.12,0,1,Enrolled
1,5,9254,1,1,0,18,5,10.81,6,11.23,163.7,8.3,1.5,1.47,0,2,Graduate
1,16,9991,1,0,0,20,4,16.15,6,16.6,175,7.6,1.8,1.48,0,1,Enrolled
1,15,9853,0,0,0,20,0,0,0,0,128,8.8,2.7,0.81,1,0,Dropout
1,16,9670,1,1,0,19,5,14.61,6,16.43,160.6,10.2,2.1,0.32,0,2,Graduate
1,9,9853,0,1,1,23,0,0,1,11.71,108.5,11.2,1.3,-0.35,1,0,Dropout
1,17,9773,1,0,0,18,5,13.25,6,13.01,152,7.8,2,1.39,0,1,Enrolled
1,18,9853,1,1,0,21,6,12,5,13.87,185.6,7.7,1.5,-0.39,0,2,Graduate
1,6,171,0,0,0,29,0,0,0,0,182.4,9.9,1.9,1.38,1,0,Dropout
1,15,9003,1,0,0,22,6,15.87,5,12.4,153.1,11.6,0.5,1.3,0,2,Graduate
1,14,9085,1,0,0,22,5,12.66,6,13.01,172.8,4.4,0.6,1.44,0,2,Graduate
1,7,9254,1,0,0,18,5,13.75,6,12.76,157.2,5.4,3.3,0.53,0,2,Graduate
1,9,9085,0,0,1,23,0,0,2,10.28,181.2,11,2.9,-1.64,1,0,Dropout
1,2,9070,1,0,0,18,4,10.54,4,13.87,149.7,8.6,3.3,-0.59,0,2,Graduate
1,8,9773,0,0,1,22,1,11.73,2,10.23,165.5,5.7,2.5,-1.2,1,0,Dropout
1,17,8014,0,0,1,24,3,11.83,2,12.45,189.8,8.8,3.1,-1.37,1,0,Dropout
1,1,9085,1,0,0,22,4,14.79,4,12.02,108.1,9.3,3.1,-0.24,0,2,Graduate
1,14,8014,1,1,0,19,6,14.37,4,13.87,112.6,6.8,2.7,0.23,0,2,Graduate
1,16,9085,1,0,0,22,4,13.14,6,14.96,167.3,3.8,2.7,-1.07,0,2,Graduate
1,17,9130,0,0,1,24,2,11.61,0,0,142.5,4.3,0.7,0.78,1,0,Dropout
1,13,9556,1,0,0,21,4,13.87,5,16.25,152,9,1.1,0.39,0,2,Graduate
1,15,9238,0,0,1,18,2,12.93,1,10.68,179.2,7.2,2.7,-0.62,1,0,Dropout
1,12,9773,1,1,0,20,5,16.73,6,11.85,102.2,3.7,2.6,1.04,0,2,Graduate
1,16,9119,1,0,1,26,0,0,2,10.58,134,11.2,1.1,0.88,1,0,Dropout
1,8,9556,0,1,1,23,2,11.56,2,11.01,165.5,9.5,2.6,2.22,1,0,Dropout
1,7,9070,1,0,0,21,4,12.75,6,14.37,183.9,8.2,2.3,1.47,0,2,Graduate
2,3,9085,1,0,0,23,4,15.47,6,11.74,128.6,10.3,1.9,1.87,0,2,Graduate
1,6,9238,1,1,0,20,4,11.94,4,16.34,114.6,11.4,0.9,1.05,0,2,Graduate
1,6,9670,0,0,0,19,0,0,1,10.1,102.3,8.2,1.4,-0.26,1,0,Dropout
1,7,9991,1,0,0,20,6,16.42,5,11,131.2,10.3,2,0.39,0,2,Graduate
1,15,8014,1,0,1,28,3,11.12,2,10.02,156.5,3.8,3.3,-0.75,1,0,Dropout
1,8,9070,0,0,1,23,0,0,0,0,120.4,6,1.6,1.38,1,0,Dropout
1,6,9130,1,0,1,28,2,12.36,1,12.54,141,11.6,1.3,-1.29,1,0,Dropout
1,6,8014,1,1,0,19,6,14.5,4,16.34,142.4,5.3,0.7,-1.67,0,2,Graduate
1,6,9670,1,1,0,19,2,10.41,0,0,159.2,10.2,1.9,1.77,1,0,Dropout
1,3,9003,0,0,1,27,3,10.98,2,12.4,183.6,8.3,2.3,0.59,1,0,Dropout
1,15,9130,0,0,0,24,1,11.98,1,11.74,140.7,4.6,1.3,0.55,1,0,Dropout
1,4,9119,1,0,0,20,4,16.75,5,15.36,113.3,4.1,2.7,2.25,0,2,Graduate
1,17,9500,1,1,1,18,6,15.18,5,11.83,135.5,7.8,3.1,1.17,0,2,Graduate
1,11,9070,1,1,0,21,4,14.8,6,10,132.5,10.8,2.7,1.51,0,2,Graduate
1,16,9070,1,1,0,20,6,11.46,5,10.11,180.3,5.8,1.8,0.04,0,2,Graduate
1,10,9130,1,0,0,25,0,0,1,11.32,188,10.1,3,1.33,1,0,Dropout
1,9,9130,1,0,0,20,5,12.74,4,14.99,136,7,1,0.41,0,2,Graduate
1,2,9556,1,0,0,19,6,15.35,6,16.58,165.1,8.8,2.5,1.1,0,2,Graduate
1,5,9853,1,1,1,26,2,11.33,1,12.03,112.6,8.1,1.4,-0.51,1,0,Dropout
1,12,8014,1,0,0,20,6,15.16,4,13.52,127.4,5.5,1.8,-0.61,0,1,Enrolled
1,18,9254,1,0,0,20,6,15.49,5,13.91,176.8,10.9,0.7,-0.76,0,1,Enrolled
1,4,9773,1,0,0,19,4,12.09,5,12.45,121.9,6.8,3.3,-0.77,0,2,Graduate
1,15,9119,1,1,0,23,6,10.58,5,15.73,146,11.4,0.9,1.99,0,2,Graduate
2,17,9254,1,0,1,23,0,0,1,11.73,119.4,5.2,3.3,-0.36,1,0,Dropout
1,17,9500,1,0,0,22,5,15.34,4,16.9,176.8,9.2,1,1.6,0,2,Graduate
1,13,9991,1,0,0,19,6,10.3,4,12.1,168.6,7,1.7,-0.31,0,2,Graduate
1,14,9070,1,0,0,19,4,15.82,5,10.57,112.9,6.4,2.6,0.62,0,2,Graduate
1,15,8014,1,0,1,23,6,11.78,4,10.18,167.1,4.6,0.9,-1.61,0,2,Graduate
1,6,9119,1,0,0,20,5,11.16,6,15.14,140.3,9,3.4,-1.28,0,2,Graduate
1,6,9853,1,1,0,18,4,16.11,6,12.62,141.4,8,1.4,1.45,0,2,Graduate
1,18,9853,0,0,0,22,0,0,0,0,135.2,5.7,3.1,-0.9,1,0,Dropout
1,4,9147,1,0,0,23,5,13.72,5,16.92,111.2,10,1.9,0.39,0,2,Graduate
1,13,9556,1,1,0,20,6,15.83,4,14.54,109.7,10,0.6,-0.26,0,1,Enrolled
1,13,9853,1,0,1,21,2,11.03,1,11.18,172.7,6.5,1,1.1,1,0,Dropout
1,7,9556,1,0,0,21,6,15.03,5,13.52,110.5,5,1.5,-1.5,0,2,Graduate
1,1,9254,0,0,0,20,3,10.07,2,10.12,114,9.4,0.9,-0.67,1,0,Dropout
2,4,33,1,1,0,20,5,10.13,6,15.7,109.3,6.8,0.6,-1.19,0,1,Enrolled
1,17,9119,1,0,1,21,4,10.94,4,11.36,179.3,4.9,2.9,-1.48,0,1,Enrolled
1,1,171,1,1,0,22,6,15.27,4,11.3,157.8,6.4,1.2,1.32,0,1,Enrolled
1,13,9238,0,0,1,28,3,11.34,0,0,144.6,10.4,2.6,1.54,1,0,Dropout
2,6,9070,1,0,0,21,4,10.75,4,12.61,124.8,11.2,3,1.22,0,2,Graduate
1,3,9853,1,0,0,23,4,16.68,6,14.23,129.6,8.5,1.4,0.08,0,1,Enrolled
1,6,33,0,0,1,28,2,11.1,2,11.71,153.6,6.5,2.1,1.21,1,0,Dropout
1,11,9773,0,0,1,23,3,12.99,0,0,184.1,7.1,1.4,2.17,1,0,Dropout
1,16,33,1,0,0,20,2,10.73,1,12.85,186.3,7.7,1.9,1.29,1,0,Dropout
1,5,9147,1,0,0,21,6,13.35,5,13.23,104,8.3,2.3,-0.77,0,2,Graduate
1,8,9238,1,1,1,19,5,10.98,4,16.04,136.7,4.9,3.4,-0.54,0,2,Graduate
1,7,9556,1,0,0,25,0,0,0,0,131.4,6.5,0.9,-1.36,1,0,Dropout
1,18,171,1,0,0,22,6,12.93,6,13.77,109,6.1,2.4,-1.62,0,1,Enrolled
1,2,9130,0,0,0,23,2,12.19,2,12.29,180.1,4.9,1.8,2.25,1,0,Dropout
1,15,9003,0,0,0,27,2,10.86,2,12.58,141,10.9,1.5,1.98,1,0,Dropout
1,15,9500,1,0,0,19,0,0,2,12.4,114.7,8.8,2.1,2.02,1,0,Dropout
1,18,9991,1,0,0,22,5,12.88,4,14.46,159.6,11,3,-1.43,0,2,Graduate
1,7,33,1,0,0,19,6,12.98,5,13.88,113,9.3,2.5,2.22,0,2,Graduate
1,12,171,0,0,0,28,1,12.41,2,10.88,101,9.5,1.9,0.81,1,0,Dropout
1,3,9853,1,0,0,21,5,16.75,5,10.79,112.6,7.7,2.5,-1.12,0,2,Graduate
1,2,171,1,0,0,20,6,14.08,5,11.37,157.6,8.3,1.8,1.52,0,1,Enrolled
1,11,9773,1,1,0,18,6,13.73,6,15.86,108.9,3.9,2.7,1.74,0,2,Graduate
1,18,9500,1,1,0,18,6,12.43,6,14.02,168.1,7.9,0.7,1.43,0,2,Graduate
1,4,9085,1,0,0,21,6,11.25,4,15.94,169.5,7.6,0.7,1.07,0,2,Graduate
1,18,9119,1,0,0,19,6,15.56,6,16.79,113.6,11,3,0.96,0,2,Graduate
1,17,9130,1,0,0,23,6,12.77,5,15.92,129.8,11.3,2.2,1.82,0,1,Enrolled
2,15,9773,1,1,0,23,4,11.24,4,16.18,104.4,9.3,0.6,0.23,0,2,Graduate
1,2,9773,0,0,1,21,1,10.93,1,11.53,102.3,9.2,3.3,-0.42,1,0,Dropout
2,4,9070,1,0,0,18,4,15.95,4,16.75,185.6,5.8,2.9,-0.06,0,2,Graduate
1,8,9085,1,1,0,23,4,14.71,6,11.33,183,7,1.3,1.5,0,2,Graduate
1,18,8014,1,0,0,22,5,16.53,4,10.69,180.3,5.3,1.1,-1.6,0,2,Graduate
1,17,9070,1,0,0,22,4,13.56,6,13.37,179.7,6.3,0.6,-0.04,0,1,Enrolled
1,7,9085,1,0,1,24,2,12.46,1,11.66,119.5,10.5,2,2.17,1,0,Dropout
1,7,9773,1,0,1,22,0,0,0,0,141.7,9.8,1.9,-1.05,1,0,Dropout
1,17,9670,1,0,1,19,1,10.66,1,10.69,147.3,5.4,3.4,-0.06,1,0,Dropout
1,7,9085,1,1,0,21,5,15.63,5,16.63,135.8,10.3,0.7,1.5,0,2,Graduate
1,11,9070,1,0,0,19,4,12.84,5,15.43,158.8,9.8,1.4,-0.35,0,2,Graduate
1,10,9773,1,0,1,18,3,12.82,1,12.3,172.8,5.5,3,-1.09,1,0,Dropout
1,12,9238,1,0,0,20,5,14.72,6,10.93,123.8,4.6,1.8,-1.48,0,2,Graduate
1,7,9670,1,0,0,22,3,10.04,0,0,185.1,10.7,3.4,0.98,1,0,Dropout
1,12,9773,1,1,0,21,6,15.45,5,10.07,176.6,7.4,0.5,1.89,0,1,Enrolled
1,17,33,1,0,0,21,5,12.55,5,11.29,170.1,7.4,0.9,1.63,0,2,Graduate
1,8,9254,1,0,0,20,5,16.87,6,10.01,163.3,6.3,1.6,-0.6,0,2,Graduate
1,5,9773,1,0,0,22,4,13.36,5,14.15,158.8,8.5,1.2,2.19,0,2,Graduate
1,2,9556,1,1,0,22,4,14.87,4,14.68,113,5.6,1.6,2.23,0,2,Graduate
1,15,9070,1,0,1,19,3,12.41,2,12.46,106.4,8.1,1.2,1.24,1,0,Dropout
1,2,9130,1,0,1,19,3,10.41,0,0,119,4.7,0.8,-1.5,1,0,Dropout
1,4,9556,1,0,0,18,3,11.46,1,12.64,165.7,6.3,1.2,-0.23,1,0,Dropout
1,6,9238,1,0,1,27,1,11.23,2,10.84,117.7,5.4,1.8,1.65,1,0,Dropout
1,9,9500,1,0,0,23,2,10.65,0,0,152.2,7.6,0.9,0.25,1,0,Dropout
1,4,9670,1,0,0,23,5,12.72,5,14.57,158.4,7.1,1.1,1.2,0,1,Enrolled
1,5,171,1,1,0,22,4,10.01,4,15.76,129.5,6.1,2.2,0.36,0,1,Enrolled
1,15,9254,1,0,0,20,6,14.72,6,13.04,108.7,5.7,1.4,1.06,0,2,Graduate
1,12,9130,1,1,0,20,6,12.9,5,15.89,133.2,5.1,2.5,1.74,0,1,Enrolled
1,6,9085,1,1,0,23,4,14.84,6,11.18,185.3,7.4,2.5,1.6,0,2,Graduate
1,1,9003,1,0,1,29,3,11.55,2,12.98,113.2,11.5,1.8,-0.58,1,0,Dropout
2,1,171,1,0,1,26,1,10.63,2,10.17,170.3,11,0.9,-1.18,1,0,Dropout
1,16,9130,1,0,1,18,0,0,1,10.79,186.6,8.4,2.2,1.43,1,0,Dropout
1,8,9119,1,0,0,18,6,13.85,4,15.17,179.6,11.2,2.3,0.85,0,2,Graduate
1,1,9991,1,0,0,19,5,12.17,5,10.31,188,5.6,1.6,1.46,0,2,Graduate
1,10,9070,1,1,0,21,4,13.38,6,11.72,167,6.4,3.1,0.37,0,2,Graduate
1,17,9670,1,0,0,22,6,14.29,5,16.84,166.6,7.7,3.2,1.11,0,2,Graduate
1,13,8014,0,0,0,22,1,10.24,1,10.38,150.3,8.8,2.3,0.38,1,0,Dropout
1,11,9853,1,0,0,20,4,13.99,4,13.94,125,7.6,2.8,0.02,0,2,Graduate
1,14,9085,1,0,0,20,4,15.35,5,15.34,104.6,8.7,0.5,-1.56,0,2,Graduate
1,2,9147,1,0,1,27,1,12.3,2,11.19,139.2,11.3,1.6,1.2,1,0,Dropout
1,11,9130,1,0,0,19,4,12.06,6,10.82,144.7,7.6,2.6,1.73,0,2,Graduate
1,5,9085,1,1,0,21,6,15.09,4,16.01,108.2,6.4,0.5,0.17,0,2,Graduate
1,2,8014,0,0,1,27,3,10.43,2,12.26,142.9,7.7,0.4,0.15,1,0,Dropout
1,15,9130,1,0,1,22,6,15.43,4,12.89,136.3,5.5,3,-1.04,0,2,Graduate
1,14,9670,1,1,0,21,4,11.52,5,10.51,182.9,4.5,3.4,-0.81,0,1,Enrolled
1,9,171,1,0,0,20,5,15.84,4,10.22,127.7,11.5,2.5,-1.26,0,2,Graduate
1,12,9556,1,0,0,22,2,12.4,0,0,140.2,11.6,1.2,-1.43,1,0,Dropout
1,3,9853,1,0,0,19,5,10.86,5,15.02,143.9,11.3,2.8,-1.51,0,2,Graduate
1,5,9500,0,0,1,18,3,10.29,2,10.74,188,7.6,2.5,-0.94,1,0,Dropout
1,7,9003,0,0,0,26,3,11.39,1,10.95,189.2,7.4,1,-0.89,1,0,Dropout
1,12,9130,1,0,1,20,2,10.12,0,0,145.5,8.7,3.3,-0.63,1,0,Dropout
1,1,9003,1,0,0,22,5,16.34,4,11.9,106.7,8.3,1.9,0.52,0,2,Graduate
1,13,9254,1,1,0,21,6,16.34,4,12.74,142.6,11.5,1.6,1.95,0,2,Graduate
1,14,9003,1,0,0,22,6,12.92,6,13.43,187.8,9.8,0.4,-0.71,0,1,Enrolled
1,7,9670,0,0,0,22,2,10.26,1,12.46,118.3,3.8,1.3,1.61,1,0,Dropout
1,8,9556,0,0,1,25,3,10.61,0,0,130.1,9.2,3,-0.3,1,0,Dropout
1,3,33,1,0,1,28,0,0,0,0,114.4,4.5,0.9,0.02,1,0,Dropout
1,18,9500,1,0,0,23,4,13.88,4,11.87,121.6,10.8,2.1,0.01,0,2,Graduate
1,4,9070,1,0,0,20,4,16.8,4,11.61,130.4,11,3,1.19,0,1,Enrolled
1,18,9254,1,0,0,21,6,12.98,6,10.96,178,4,0.8,-1.24,0,1,Enrolled
1,4,9500,1,0,0,20,5,16.19,5,16.88,144.1,7.2,3.1,1.22,0,2,Graduate
1,15,9991,0,0,0,23,2,12.65,2,12.07,175.6,5.8,2.6,0.02,1,0,Dropout
1,13,9238,1,0,0,20,5,10.31,4,12.27,161.6,10.9,2.7,1.14,0,2,Graduate
1,10,8014,1,0,0,18,4,16.43,6,12.15,141.3,4.7,3.2,-0.99,0,1,Enrolled
1,1,8014,1,0,0,21,4,13.16,4,10.17,123.9,8.1,2.6,0.4,0,2,Graduate
2,16,33,1,0,0,19,5,13.84,4,12.76,162.6,5.9,1.1,0.18,0,2,Graduate
1,6,171,1,0,0,23,3,11.2,0,0,136.6,11.1,2.3,1.32,1,0,Dropout
1,9,9991,1,1,0,22,6,15.57,4,14.99,147,5.6,2.1,1.11,0,1,Enrolled
1,18,9070,1,0,0,20,5,15.94,6,15.77,154.9,9.5,3.2,2.16,0,2,Graduate
1,13,9085,1,0,0,23,5,14.05,6,14.72,127.5,7,2.8,1.91,0,2,Graduate
1,12,9556,1,0,0,22,6,13.26,6,12.35,149.6,5.2,2.3,-1.29,0,2,Graduate
1,9,9773,1,0,0,21,4,16.72,6,14.98,156.8,9.4,1.4,-0.5,0,2,Graduate
1,13,9085,0,0,1,24,0,0,2,12.83,183.3,8.3,0.6,-0.83,1,0,Dropout
1,8,9130,1,1,0,19,4,16.89,5,10.27,177.1,10.9,2,0.11,0,1,Enrolled
1,7,9238,1,0,0,22,4,12,4,12.88,114.6,9.4,2,-0.72,0,2,Graduate
1,12,9085,1,0,1,19,3,11.54,0,0,133.6,11.3,1.7,0.89,1,0,Dropout
1,18,9085,0,0,1,20,1,11.25,1,10.66,158.6,4.2,2.3,2.12,1,0,Dropout
1,8,9003,0,0,1,26,2,10.99,1,11.51,181.1,10.7,0.7,0.72,1,0,Dropout
2,7,9556,1,0,1,25,0,0,1,10.95,142.8,5.1,3,-0.68,1,0,Dropout
2,17,171,1,0,1,24,3,12.09,2,11.24,123.8,6.4,2,-0.76,1,0,Dropout
1,17,9070,1,1,1,22,2,11.87,0,0,174.9,3.7,0.6,0.29,1,0,Dropout
1,6,9853,1,0,0,21,6,16.82,6,16.2,119.9,8.2,2.6,2.21,0,2,Graduate
1,9,9070,1,0,0,21,4,14.28,5,15.84,124.8,9.6,2.3,0.79,0,1,Enrolled
1,14,9238,0,0,1,19,3,10.57,1,10.1,163.3,7.9,2.6,0.38,1,0,Dropout
1,6,9085,1,0,1,19,2,11.94,2,11.59,120.8,3.7,0.7,0.55,1,0,Dropout
2,1,9991,1,0,0,23,4,14.8,4,14.51,159.4,7,0.9,0.03,0,1,Enrolled
1,10,9130,1,0,0,21,4,10.44,6,14.57,183.6,5.9,2.6,-0.75,0,2,Graduate
1,9,9670,0,0,0,21,0,0,0,0,168.6,7.8,2.1,1.67,1,0,Dropout
1,10,9991,1,1,0,21,5,11.27,4,13.93,146.5,10.9,2.4,0.72,0,2,Graduate
1,7,33,1,0,0,23,5,12.97,6,14.09,117.6,11.1,1.3,0.11,0,2,Graduate
1,9,9500,1,1,1,21,6,16.1,4,10.97,123.3,5.5,2.8,-0.5,0,2,Graduate
1,6,9003,1,0,0,20,4,11.66,4,15.87,157.4,5.3,1.3,1.13,0,2,Graduate
1,6,9853,1,1,0,22,4,15.39,4,14.63,144.9,8.4,2.2,-1.68,0,2,Graduate
1,14,9773,0,0,1,20,2,10.75,1,12.88,163.3,3.7,1,0.95,1,0,Dropout
2,11,9119,1,0,0,18,4,13.67,5,13.96,120.3,10.5,0.6,-1.07,0,2,Graduate
1,2,9853,0,0,1,18,3,11.12,1,10.89,168.6,10.9,1.9,-0.75,1,0,Dropout
2,13,9085,1,1,0,19,5,11.81,5,11.23,171.3,11.3,1.9,-0.51,0,2,Graduate
1,14,9853,1,1,0,23,6,14.69,4,13.29,100.6,3.9,1,-1.38,0,2,Graduate
1,17,9003,1,0,0,18,4,13.7,4,12.78,162.3,9,1.1,1.58,0,2,Graduate
1,12,33,1,0,0,29,1,10.01,0,0,174.8,6.3,1.7,1.56,1,0,Dropout
2,12,8014,1,0,1,21,3,11.92,2,12.2,164.6,6.1,1.1,1.36,1,0,Dropout
2,5,9070,1,0,0,18,6,16.91,6,15.64,132,4,0.5,-0.06,0,1,Enrolled
1,12,9254,1,0,0,22,4,10.67,6,11.11,188.4,4,1,-0.97,0,2,Graduate
1,8,33,1,0,0,23,4,11.08,5,13.24,138.3,6.3,2.3,0.42,0,2,Graduate
1,11,9500,1,0,0,18,6,15.4,6,12.74,185.3,9.6,1.5,-1.05,0,2,Graduate
1,2,9991,1,0,0,22,6,15.97,4,13.09,167.2,6.8,2.9,-0.3,0,1,Enrolled
1,11,9556,1,0,0,22,4,14.02,6,11.27,133.9,5.8,1.8,1.11,0,2,Graduate
1,4,9085,1,0,0,19,5,14.61,6,14.14,107.4,4.5,2.9,0.77,0,1,Enrolled
1,4,9853,1,0,0,19,4,15.71,5,16.11,122.2,5.8,3,0.02,0,2,Graduate
1,3,9254,1,0,1,24,1,12.69,2,10.91,155.4,6.5,0.5,0.37,1,0,Dropout
1,10,8014,1,0,0,22,5,10.3,6,15.26,177.4,4.5,2.2,0.73,0,2,Graduate
1,16,9070,0,0,1,18,3,12.99,2,12.28,128.8,10.9,1.1,-1.25,1,0,Dropout
1,6,9670,1,0,0,22,6,11.52,4,12.53,170.1,3.7,3.2,-0.26,0,2,Graduate
1,1,33,0,1,0,26,0,0,2,11.43,189.9,8.1,1,-0.4,1,0,Dropout
2,14,9119,0,0,1,25,2,11.64,1,10.07,167.1,10.1,1.8,-0.5,1,0,Dropout
1,17,8014,1,0,0,18,6,12.19,6,13.5,143.6,5.6,1.8,0.82,0,2,Graduate
1,7,9147,1,0,0,27,1,10.23,2,12.28,165.3,7.5,0.7,0.56,1,0,Dropout
1,4,33,1,0,0,18,5,15.17,6,11.82,164.8,11.4,1,2.29,0,2,Graduate
2,2,9003,1,0,1,20,5,16.06,4,12.22,147.2,7,1,0.12,0,2,Graduate
1,14,9003,1,0,1,24,1,10.6,1,12.45,100.1,6.3,2.9,1.72,1,0,Dropout
